ID,Judul,Penulis,Abstrak,Info_24
12664,SKRIPSI RANCANG BANGUN PEMBANGKIT LISTRIK TENAGA MIKROHIDRO PADA ARUS SUNGAI BOLAK-BALIK MENGGUNAKAN KINCIR VERTIKAL,ANIQ ZAMZAMI,"ABSTRAK Pengembangan sumber daya energi di Indonesia mengacu pada Perpes No.5/ 2006 tentang Kebijakan Energi Nasional, dimana pemerintah bertujuan untuk meningkatkan kapasitas terpasang pada pembagkit listrik tenaga mikrohidro menjadi 2.846 MW pada tahun 2025. Tenaga potensial air dapat di manfaatkan untuk menggerakan turbin, putaran turbin diteruskan ke generator yang akan menghasilkan listrik yang dapat digunakan untuk berbagai keperluan, Tenaga yang di hasilkan tergantung dengan debit air tersebut. Penelitian ini bertujuan untuk memanfaatkan energi alam berupa arus sungai bolak-balik mengikuti pasang surut air laut sebagai penggerak kincir air vertikal pada pembangkit listrik tenaga mikrohidro (PLTMH) untuk merubah energi potensial dari arus sungai sebagai energi kinetik pada generator yang kemudian menghasilkan energi listrik. hasil penelitian “Rancang Bangun Pembangkit Listrik Tenaga Mikrohidro Pada Arus Sungai Bolak-Balik Menggunakan Kincir Vertikal” dapat disimpulkan bahwa tegangan yang dihasilakan alat PLTMH akan menurun bila dibebani. Kata kunci : Perancangan, PLTMH, Kincir Air Vertikal, Arus Sungai Bolakbalik.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12665,SKRIPSI KARAKTERISTIK THERMAL BRIKET DAUN JATI DAN SABUT KELAPA MELALUI VARIASI KOMPOSISI BAHAN,NUGRAHA BAGAS PRIYAMBADA,"ABSTRAK Kebutuhan akan energi akan semakin meningkat, sehingga dibutuhkan energi alternatif yang bukan berasal dari fosil, contohnya briket. Briket merupakan bahan bakar padat berbentuk blok yang diberi perekat. Daun jati dan sabut kelapa dimanfaatkan sebagai salah satu campuran briket. Penelitian ini terfokus pada nilai kalor yang dihasilkan, kadar air, kadar abu, laju pembakaran, serta visualisasi nyala api. Variasi perbandingan campuran antara daun jati dan sabut kelapa adalah 25%:75%, 50%:50%, dan 75%:25% dengan besar partikel arang 40 mesh. Perekat yang digunakan adalah tepung tapioka dengan konsentrasi campuran sebanyak 10% dari total berat campuran briket. Hasil pengujian briket campuran daun jati dan sabut kelapa dengan perbandingan 25%:75% memiliki nilai kalor 4851,826 kal/gram, kadar air 17,7158%, kadar abu 13,5395%, laju pembakaran 0,0145 g/s dan memiliki nyala api berwarna kuning dengan diselimuti api biru. Perbandingan 50%:50% memiliki nilai kalor 468,309 kal/gram, kadar air 17,8685%, kadar abu 15,0768%, laju pembakaran 0,0126 g/s dan memiliki nyala api berwarna kuning dengan sedikit api biru. Perbandingan 75%:25% memiliki nilai kalor 4361,894 kal/gram, kadar air 20,5104%, kadar abu 16,1844%, laju pembakaran 0,0096 g/s dan memiliki nyala api berwarna kuning. Dari penelitian dapat disimpulkan bahwa campuran 25%:75% memiliki kualitas paling baik dengan nilai kalor 4851,826 kal/gram, kadar air 17,7158%, kadar abu 13,5395%, laju pembakaran 0,0145 g/s dan memiliki nyala api berwarna kuning yang diselimuti api biru. Kata kunci: energi alternatif, briket, daun jati, sabut kelapa, proksimat.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12666,SKRIPSI PEMANFAATAN MINYAK BIJI JARAK SEBAGAI CAIRAN PENDINGIN MESIN BUBUT TERHADAP KEKASARAN DAN KEKERASAN ALUMUNIUM 6061,IFAN IMBANG PANGESTU,"ABSTRAK Di dunia industri, tuntutan terhadap bahan-bahan ramah lingkungan dan biodegradable serta renewable semakin meningkat. Salah satunya dengan memanfaatkan minyak nabati sebagai cairan pendingin dalam proses pemesinan. Banyak jenis minyak nabati yang dapat digunakan dalam proses pemesinan yang salah satunya adalah minyak biji jarak. Kegunaan yang belum terlalu banyak seperti minyak nabati lain yang sudah menjadi bagian dari komoditas pangan menjadikan minyak biji jarak termasuk minyak nabati yang tepat digunakan untuk cairan pendingin di proses pemesinan. Tujuan penelitian ini adalah menganalisis pengaruh cairan pendingin minyak biji jarak terhadap kekasaran permukaan dan kekerasan dengan komposisi yang optimal. Metode penelitian yang digunakan adalah penelitian eksperimental dengan variasi campuran minyak biji jarak dengan air sebagai media pendingin pada mesin bubut konvensional. Analisis pengaruh minyak biji jarak sebagai cairan pendingin dilakukan dengan pengujian kekasaran permukaan dan pengujian kekerasan vickers. Pengujian kekasaran permukaan pada variasi 20% minyak biji jarak dan 80% air didapatkan nilai terendah dengan hasil 0,465 μm. Pengujian kekerasan vickers pada variasi 20% minyak biji jarak dan 80% air didapatkan nilai tertinggi dengan hasil 117,48 MPa. Kata kunci: Alumunium 6061, Kekasaran permukaan, Kekerasan vickers, Minyak biji jarak.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12667,SKRIPSI PENGARUH PENAMBAHAN EKSTRAK BUAH PEPAYA MUDA (Carica papaya L.) PADA PAKAN KOMERSIL UNTUK PERTUMBUHAN DAN KELANGSUNGAN HIDUP BENIH IKAN LELE (Clarias sp.),BUDI SUSANTO,"INTISARI PENGARUH PENAMBAHAN EKSTRAK BUAH PEPAYA MUDA (Carica papaya L.) PADA PAKAN KOMERSIL UNTUK PERTUMBUHAN DAN KELANGSUNGAN HIDUP BENIH IKAN LELE (Clarias sp.) Budi Susanto 1), Sri Hidayati 2), Muhammad Triaji 3) Kecepatan laju pertumbuhan ikan sangat dipengaruhi oleh jenis dan kualitas pakan yang diberikan serta kondisi lingkungan hidupnya. Penelitian ini bertujuan untuk mengetahui pengaruh penambahan ekstrak buah pepaya muda dengan dosis yang berbeda pada pakan komersil terhadap pertumbuhan dan kelangsungan hidup ikan lele. Penelitian dilakukan pada bulan April 2022 yang dilakukan di Laboratorium Fakultas Pertanian Universitas Tidar, Magelang , Jawa Tengah. Penelitian menggunakan metode eksperimen rancangan acak lengkap (RAL) yang terdiri dari 4 perlakuan dan 4 kali ulangan. Perlakuan dalam penelitian ini yaitu pemberian pakan komersil tanpa penambahan ekstrak (P1), penambahan ekstrak 2 ml (P2), penambahan ekstrak 4 ml (P3), dan penambahan ekstrak 6 ml (P4). Dianalisis secara statistik dengan menggunakan analisis ragam Analysis of Variance (ANOVA) dan dilanjutkan dengan uji Duncan. Hasil penelitian menunjukan bahwa perlakuan terbaik terdapat pada penambahan ekstrak 6 ml dengan hasil rata-rata pertumbuhan panjang mutlak sebesar 4,94 cm, rata-rata pertumbuhan berat mutlak sebesar 100,75 gram, dan tingkat kelangsungan hidup 90%. Kata kunci : Ikan lele, ekstrak buah pepaya, pertumbuhan.",PRODI_S1_AKUAKULTURFAKULTAS_FAPERTA
12668,"SKRIPSI TINGKAT KESADARAN HUKUM SUAMI TERHADAP TANGGUNG JAWAB DALAM PERKAWINAN
(Studi Kasus di Dusun Karanggayam, Desa Mungkid, Kabupaten Magelang)",AMALIA PRATIKASURI,"ABSTRAK Perkawinan merupakan awal dari perjalanan kehidupan sepasang suami dan istri yang telah mengikatkan diri mereka menjadi satu untuk tujuan membangun kehidupan berumah tangga yang harmonis dan sejahtera. Perkawinan bukanlah sebuah hubungan yang sederhana, sehingga kita harus mempunyai tujuan yang kuat dan tepat sebelum memutuskan untuk menikah. Tujuan penelitian ini adalah untuk mengetahui apa yang menyebabkan suami menjadi melupakan tanggung jawabnya sebagai kepala rumah tangga, serta untuk mengetahui perbedaan pola pikir dan tujuan dalam pernikahan yang mempunyai karakter berbeda antara masing-masing dan untuk mengetahui tinjauan hukum mengenai suami yang melalaikan tanggung jawab sebagai kepala rumah tangga. Dalam penelitian ini, pendekatan penelitian yang digunakan adalah pendekatan penelitian kualitatif, yang digunakan sebagai prosedur penelitian yang menghasilkan data deskriptif berupa kata-kata tertulis atau lisan dan perilaku yang diamati. Jenis Penelitian yang digunakan dalam penelitian ini adalah penelitian empiris, karena menggunakan pengamatan dan mengumpulkan fakta-fakta yang ada di kalangan masyarakat untuk memperoleh hasil yang diperlukan. Populasi dalam penelitian ini adalah masyarakat di Dusun Karanggayam Desa Mungkid, Kabupaten Magelang. Teknik pengumpulan data yang dilakukan dalam penelitian ini yaitu Observasi, Kuesioner dan Wawancara. Hasil penelitian menunjukan Kehidupan perkawinan antara suami dan istri tetap sah apabila salah satu tidak memenuhi tanggung jawabnya seperti yang terjadi di Dusun Karanggayam, Desa Mungkid, Kabupaten Magelang dikarenakan banyaknya tanggung jawab yang terabaikan oleh suami maupun istri yang tidak mengerti mengenai tanggung jawabnya dan juga kurangnya tingkat kesadaran hukum suami terhadap tanggung jawab dalam perkawinan di Dusun Karanggayam, Desa Mungkid, Kabupaten Magelang, Diharapkan masyarakat yang melalaikan hak dan kewajibannya kepada suami maupun istri sebaiknya menyelesaikannya dengan cara musyawarah diantara keduanya, saling mengalah, saling terbuka, serta saling memberi nasihat. Dan sebaiknya tokoh agama memberikan pengertian dan sosialisasi atau penyuluhan mengenai tanggung jawab suami dalam sebuah perkawinan. Kata kunci : Perkawinan, Tanggung Jawab, Tingkat Kesadaran Hukum",PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12669,SKRIPSI KEABSAHAN HUKUM TERHADAP PEMBUATAN AKTA TANAH OLEH CAMAT SEBAGAI PPAT SEMENTARA DI KOTA MAGELANG,MUHAMMAD BINTANG NABILA,"ABSTRAK Penelitian ini membahas tentang kedudukan camat sebagai PPAT Sementara di Kota Magelang merujuk pada Peraturan Pemerintah Nomor N37 Tahun 1998 Tentang Peraturan Pejabat Pembuat Akta Tanah, Peraturan Pemerintah Nomor 24 Tahun 2016 Tentang Perubahan Atas Peraturan Pemerintah Nomor 37 Tahun 1998 tentang Peraturan Jabatan Pejabat Pembuat Akta Tanah dan Peraturan Kepala Badan Pertanahan Nasional Nomor 1 Tahun 2006 Tentang Ketentuan Pelaksanaan Peraturan Pemerintah Nomor 37 Tahun 1998 Tentang Peraturan Jabatan Pejabat Pembuat Akta Tanah. Dalam penelitian ini terdapat rumusan masalah yang pertama mengenai urgensi keberadaan camat sebagai PPAT Sementara di Kota Magelang, dan yang kedua mengenai keabsahan hukum akta tanah yang dibuat oleh camat sebagai PPAT Sementara. Penelitian ini merupakan penellitian yuridis empiris, yang mana merupakan suatu penelitian lapangan dengan meneliti peraturan–peraturan hukum yang ada, kemudian dikomparasikan dengan data yang diperoleh di lapangan. Perolehan data di lapangan dilakukan dengan cara observasi, dokumentasi, dan wawancara. Hasil penelitian terkait urgensi keberadaan camat sebagai PPAT Sementara di Kota Magelang didasarkan atas keinginan masyarakat yang masih membutuhkan keberadaan PPAT Sementara. Meskipun keberadaannya terdapat ketidaksesuaian dengan formasi PPAT yang ditetapkan oleh Kepala Badan Pertanahan Nasional. Terkait keabsahan hukum akta yang dibuat oleh camat selaku PPAT Sementara memiliki kekuatan hukum yang sama dengan akta yang dibuat oleh PPAT. Simpulan terkait urgensi keberadaan camat sebagai PPAT Sementara di Kota Magelang. Terkait keabsahan hukum akta tanah yang dibuat oleh camat sebagai PPAT Sementara kewenangan camat sebagai PPAT Sementara dalam melakukan perbuatan hukum berupa pembuatan akta sama halnya dengan kewenangan yang dimiliki oleh PPAT, maka dapat dikatakan setiap akta yang dikeluarkan oleh camat sebagai PPAT Sementara sah secara hukum. Kata Kunci: Akta Tanah, Keabsahan Hukum, PPAT Sementara",PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12670,SKRIPSI PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF BERBASIS MACROMEDIA FLASH 8 UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS SISWA SMP KELAS VII PADA MATERI PENYAJIAN DATA,LUTFI MARFUAH,"ABSTRAK Marfuah, Lutfi. 2022. “Pengembangan Media Pembelajaran Interaktif Berbasis Macromedia Flash 8 untuk Meningkatkan Kemampuan Berpikir Kritis Siswa SMP Kelas VII pada Materi Penyajian Data”. Skripsi. Program Studi Pendidikan Matematika Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Yesi Franita, S.Si., M.Sc., Pembimbing II Zuida Ratih Hendrastuti, S.Pd., M.Pd. Kata Kunci: Media Interaktif, Kemampuan Berpikir Kritis, Penyajian Data Perkembangan teknologi semakin mengalami kemajuan dari masa kemasa. Sejalan dengan itu, perkembangan dunia pendidikan sewajarnya turut mengalami perkembangan sesuai zaman. Namun fakta di lokasi tempat dilakukan penelitian kegiatan pembelajaran matematika dilakukan dengan menggunakan metode ceramah bermedia buku dan papan tulis yang sering dianggap siswa sebagai metode pembelajaran yang membosankan. Metode pembelajaran ini mengakibatkan kemampuan berpikir kritis siswa rendah berdasarkan tes awal kemampuan berpikir kritis. Hasil tes menunjukkan sebanyak 71,88% siswa memperoleh nilai kurang dari 75 yang diketahui dari tes awal kemampuan berpikir kritis. Berdasarkan latar belakang masalah tersebut, ditetapkan tujuan yang ingin dicapai. Tujuan dari penelitian ini adalah untuk mengembangkan media pembelajaran interaktif berbasis Macromedia Flash 8 yang memenuhi kriteria valid, praktis, dan efektif untuk meningkatkan kemampuan berpikir kritis siswa pada materi penyajian data. Penelitian ini merupakan jenis penelitian dan pengembangan yang dilakukan dengan model ADDIE. Model ini terdiri dari 5 tahapan yaitu Analysis, Design, Development, Implementation, dan Evaluation. Hasil penelitian menunjukkan bahwa pengembangan media valid berdasarkan penilaian dari validator media sebesar 97,67 dengan nilai maksimal 110 kategori sangat valid, dan penilaian dari validator materi sebesar 57 dengan nilai maksimal 60 kategori sangat valid. Pengembangan media juga memenuhi kriteria praktis untuk digunakan dalam pembelajaran di sekolah berdasarkan hasil angket kepraktisan siswa sebesar 85,06% kategori praktis, dan angket kepraktisan guru sebesar 96% kategori praktis. Selain itu, pengembangan media juga dinyatakan efektif dengan nilai keefektifan sebesar 90,63% dari 32 siswa kelas VII E SMP Negeri 1 Sawangan dinyatakan lulus Kriteria Ketuntasan Minimal (KKM) pada tes akhir kemampuan berpikir kritis. Berdasarkan hasil penelitian yang telah disebutkan, dapat ditarik kesimpulan bahwa media pembelajaran interaktif yang dikembangkan valid, praktis, dan efektif untuk meningkatkan kemampuan berpikir kritis siswa. Namun, diperlukan pendampingan saat pertama kali dilakukan pembelajaran menggunakan media pembelajaran interaktif untuk mengantisipasi siswa yang masih kesulitan dalam pengoperasian komputer.",PRODI_S1_PENDIDIKAN_MATEMATIKAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12671,"SKRIPSI IMPLEMENTASI KEBIJAKAN PROGRAM VAKSINASI COVID 19 SEBAGAI UPAYA PENANGANAN VIRUS COVID 19
(STUDI KASUS DESA GONDANG, KECAMATAN WATUMALANG KABUPATEN. WONOSOBO)",YOSSY MILLENIA ARYANTY,Mohon penulis menghubungi pustakawan untuk mengisi surat pernyataan unggah tugas akhir,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12672,SKRIPSI MANAJEMEN BADAN USAHA MILIK DESA (BUMDES) DI DESA BALINGASAL KECAMATAN PADURESO KABUPATEN KEBUMEN,MISBAHUL MALUFI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12673,SKRIPSI JENIS DAN MAKSUD INTERJEKSI PADA KALIMAT INTERJEKTIF DALAM IKLAN LAYANAN MASYARAKAT RADIO LPPL BUANA ASRI SRAGEN,HAYATUL ISTIQOMAH,Tidak Tersedia Deskripsi,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12674,"SKRIPSI ANALISIS PENGARUH BI RATE, KURS, UANG ELEKTRONIK DAN TRANSAKSI ALAT PEMBAYARAN MENGGUNAKAN KARTU (APMK) TERHADAP JUMLAH UANG BEREDAR DI INDONESIA TAHUN 2016-2020",WANDA KHAMIDAH,Tidak Tersedia Deskripsi,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
12675,SKRIPSI PENGEMBANGAN MODUL IPA DENGAN TEMA “JANTUNGKU MESIN TERKUAT” BERBASIS PEMBELAJARAN RIAS UNTUK MENINGKATKAN KETERAMPILAN PEMECAHAN MASALAH,CICI DELINA,"ABSTRAK Delina, Cici. 2022. “Pengembangan Modul IPA dengan Tema “Jantungku Mesin Terkuat” Berbasis Pembelajaran RIAS untuk Meningkatkan Keterampilan Pemecahan Masalah”. Skripsi. Program Studi Pendidikan IPA Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Dr. Ahmad Muhlisin, M.Pd., Pembimbing II Eli Trisnowati, S.Pd., M.Pd. Kata Kunci: Modul Pembelajaran IPA, RIAS, Pemecahan Masalah Latar belakang dilaksanakannya penelitian ini adalah untuk meningkatkan keterampilan pemecahan masalah peserta didik SMP Negeri 1 Pakis Kabupaten Magelang yang belum difasilitasi oleh pengembangan bahan ajar pada pembelajaran IPA. Berdasarkan peorlehan hasil observasi di SMP N 1 Pakis data mengenai rendahnya keterampilan pemecahan masalah peserta didik disebabkan oleh pembelajaran yang masih berorientasi pada pendidik dan sumber belajar yang terbatas sehingga diperlukan adanya suatu bahan ajar berupa modul yang dapat membuat peserta didik aktif saat pembelajaran. Berlandaskan hal tersebut, peneliti mengembangkan modul pembelajaran IPA berbasis pembelajaran RIAS dengan tema “jantungku mesin terkuat” untuk meningkatkan keterampilan pemecahan masalah. Penelitian yang dilakukan adalah penelitian pengembangan (R&D) dengan model pengembangan Borg and Gall. Penelitian ini bertujuan untuk mengetahui kelayakan, efektivitas, respon guru dan peserta didik, serta keterlaksanaan terhadap bahan ajar yang dikembangkan. Pengembangan bahan ajar berupa modul pembelajaran IPA berbasis RIAS dengan tema “jantungku mesin terkuat” bertujuan untuk meningkatkan keterampilan pemecahan masalah peserta didik. Subjek penelitian ini adalah 28 peserta didik kelas VIII C dengan teknik pengambilan data purposive sampling. Uji coba pengembangan dilakukan secara terbatas dengan menggunakan desain one group pretest-posttest. Hasil uji kevalidan oleh validator menunjukan kriteria “sangat valid” dengan skor rata-rata ahli materi 4,1 dan ahli bahan ajar 4,2 dari skor maksimal 5.0. Sehingga dapat disimpulkan bahwa modul IPA berbasis RIAS yang dikembangkan valid untuk digunakan. Keefektifan modul pembelajaran setelah menganalisis data yang diperoleh berdasarkan skor tes N-Gain memperoleh skor 0,44 dengan kategori “sedang” sehingga pengembangan modul pembelajaran IPA berbasis RIAS dinyatakan baik untuk meningkatkan keterampilan pemecahan masalah peserta didik di SMP Negeri 1 Pakis. Kepraktisan modul pembelajaran IPA berbasis RIAS berlandaskan pada hasil jawaban angket respon peserta didik dan guru. Hasil respon peserta didik memperoleh skor sebesar 84% dengan kategori “sangat praktis” dan hasil respon guru memperoleh skor sebesar 80% dengan kategori “praktis”, sehingga dapat ditarik kesimpulan bahwa modul IPA berbasis RIAS yang dikembangkan sangat praktis untuk digunakan. Kepraktisan tersebut didukung oleh hasil observasi keterlaksanaan pembelajaran dengan perolehan skor 98% dan hasil observasi aktivitas peserta didik memperoleh skor 94% sehingga keterlaksanaan dan aktivitas pembelajaran dengan menggunakan modul pembelajaran IPA berbabsis RIAS terlaksana dengan baik. Kesimpulan penelitian yang dilakukan adalah bahwa modul pembelajaran IPA berbasis RIAS yang dikembangkan layak untuk digunakan karena telah memenuhi aspek kevalidan, keefektivan, dan kepraktisan pengembangan media dalam meningkatkan keterampilan pemecahan masalah peserta didik di SMP Negeri 1 Pakis. Peneliti menyarankan kepada peneliti lain agar mengembangkan bahan ajar khususnya modul pembelajaran IPA berbasis RIAS yang lebih komunikatif dan menggunakan bahasa yang akrab didengar peserta didik dengan memuat materi lainnya yang belum ada serta menyesuaikan fenomena yang terjadi pada kehidupan sehari-hari. Lalu, kepada sekolah agar memberikan pelatihan pengembangan bahan ajar dan kepada guru agar melakukan pengembangan terhadap kemampuan identifikasi dan memeriksa kebenaran solusi peserta didik yang diterapkan pada kegiatan belajar. Penerapannya seperti bahan ajar berupa modul IPA berbasis RIAS yang dihubungkan dengan fenomena pada kehidupan sehari-hari karena pembelajarannya yang diintegrasikan dengan lingkungan sekitar sangat berguna dan menambah pengetahuan peserta didik.",PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12676,SKRIPSI PENGARUH MACAM MULSA ORGANIK DAN DOSIS PUPUK NPK TERHADAP HASIL TANAMAN BROKOLI (Brassica oleracea varietas Botrytis L),HARYONO LATIF,"INTISARI Pengaruh Macam Mulsa Organik dan Dosis Pupuk Npk terhadap Hasil Tanaman Brokoli (Brassica oleracea varietas Botrytis L) Tanaman brokoli (Brasisca oleracea varietas Botrytis L.) banyak dikonsumsi untuk memenuhi kebutuhan gizi masyarakat dan bermanfaat bagi kesehatan. Peningkatkan produksi tanaman brokoli, dapat dilakukan dengan penggunaan mulsa organik dan penambahan pupuk NPK dengan dosis yang berbeda. Penelitian dilakukan pada tanggal 16 Maret 2022 sampai dengan tanggal 20 Mei 2022, di Dusun Sawit, Desa Girirejo, Kecamatan Ngablak, Kabupaten Magelang. Penelitian dilakukan di lahan dengan percobaan faktorial (3 x 3) yang disusun dalam Rancangan Acak Kelompok Lengkap (RAKL). Penelitian ini terdiri dari 2 faktor perlakuan yang diulang sebanyak 3 kali sebagai blok. Faktor I mulsa organik yang meliputi mulsa daun bambu kering, mulsa jerami padi dan mulsa alang-alang. Faktor II dosis pupuk NPK dengan dosis 200 kg/ha, 300 kg/ha, 400 kg/ha dan 500 kg/ha. Hasil penelitian menunjukkan bahwa perlakuan penggunaan macam mulsa organik berpengaruh sangat nyata terhadap berat akar dan perlakuan penggunaan dosis pupuk NPK berpengaruh nyata terhadap berat bunga, berpengaruh sangat nyata terhadap berat akar. Terjadi Interaksi penggunaan macam mulsa organik dan dosis pupuk NPK terhadap volume bunga brokoli. Kata kunci : dosis pupuk NPK, mulsa organik, tanaman brokoli",FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
12677,SKRIPSI EFEKTIVITAS NILAI EC (ELECTRICAL CONDUCTIVITY) TERHADAP PERTUMBUHAN DAN HASIL TANAMAN SELADA (Lactuca sativa L.) DAN PAKCHOY (Brassica rapa L.) PADA AEROPONIK SISTEM VERTIKULTUR,MUHAMMAD FARIZ HUSAIN,"INTISARI Efektivitas Nilai EC (Electrical Conductivity) Terhadap Pertumbuhan dan Hasil Tanaman Selada (Lactuca Sativa L.) dan Pakchoy (Brassica Rapa L.) pada Aeroponik Sistem Vertikultur Muhammad Fariz Husain [email protected] Penelitian ini bertujuan untuk mengetahui efektivitas nilai EC nutrisi tanaman yang optimal terhadap pertumbuhan dan hasil tanaman selada dan pakchoy pada aeroponik sistem vertikultur. Penelitian ini dilakukan di greenhouse PB Mustika Tani Klaten pada bulan Juli-Agustus 2022. Penelitian menggunakan Rancangan Acak Lengkap (RAL) non-faktorial dengan dua taraf nilai EC; EC 1,5 mS/cm (E1) dan EC 2 mS/cm (E2). Percobaan ini terdiri dari 3 ulangan, setiap ulangan terdiri dari 42 populasi dan diambil 6 sampel. Parameter yang diamati meliputi tinggi tanaman, jumlah daun, panjang akar, bobot daun, bobot akar, fotosintesis, dan rasa tanaman. Data dianalisis menggunakan analisis ragam (ANOVA), apabila berbeda nyata akan diuji lanjut menggunakan uji BNT dengan taraf kepercayaan 5%. Hasil penelitian menunjukkan bahwa tidak ada perbedaan nyata pada pemberian perlakuan EC 1,5 mS/cm dan EC 2 mS/cm pada seluruh parameter pengamatan. Berdasarkan rata-rata, perlakuan EC 1,5 mS/cm memberikan hasil panen yang lebih baik untuk tanaman pakchoy, sedangkan perlakuan EC 2 mS/cm memberikan hasil panen yang lebih baik untuk tanaman selada. Disimpulkan bahwa perlakuan nilai EC 1,5 mS/cm dan EC 2 mS/cm terhadap tanaman selada dan pakchoy pada aeroponik sistem vertikultur tidak menunjukkan perbedaan pertumbuhan dan hasil tanaman, sehingga perlakuan EC 1,5 mS/cm lebih efektif untuk digunakan. Kata kunci: Aeroponik, Electrical Conductivity, Pakchoy, Selada, Vertikultur",FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
12678,TUGAS AKHIR TROUBLESHOOTING SISTEM PELUMASAN PADA ENGINE STAND TOYOTA KIJANG 7K,MUHAMMAD RIKY BAIHAKHI,"ABSTRAK Pelumasan merupakan suatu sistem atau rangkaian pada kendaraan dimana pelumas didistribusikan secara menyeluruh pada setiap bagian mesin. Media pelumas yang digunakan pada sistem yaitu oli yang mampu masuk dan melapisi celah mesin. Pelumasan ini secara langsung bekerja sebagai pendingin komponen mesin serta dapat membilas komponen mesin sehingga mesin dapat bekerja lebih baik. Tujuan dari penelitian ini adalah untuk mengetahui troubleshooting serta penyelesaian masalah sistem pelumasan pada engine stand Toyota Kijang 7K. Metode penelitian dilakukan dengan, troubleshooting, pemeriksaan, perbaikian, dan pengujian. Hasil dari diagnosis sistem pelumasan pada engine stand Toyota Kijang 7K, yaitu saringan oli tersumbat, panci oli mengalami rembes, dan gasket yang sudah rusak. Setelah dilakukan perbaikan dan pengujian, sistem pelumasan pada engine stand Toyota Kijang 7K kembali normal dan bekerja secara optimal. Selain itu juga melakukan pengecekan pada celah-celah pompa oli seperti pemeriksaan celah ujung rotor dan sisi rotor, pemeriksaan celah rotor dengan bodi pompa oli, pemeriksaan kerataan celah samping rotor dengan bodi pompa oli tidak ditemukannya kerusakan pada setiap bagian yang dilakukan pengecekan pompa oli, dari hasil pemeriksaan menunjukkan celah masih sesuai dengan ketentuan standar. Kata Kunci: troubleshooting, pemeriksaan, perbaikan.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12679,TUGAS AKHIR PEMBUATAN BOX PANEL INSTALASI LISTRIK MENGGUNAKAN BAHAN KOMPOSIT BERMATRIKS EPOXY DAN SERBUK KAYU ALBASIA DENGANMETODE HAND LAY UP,ALBERTUS GALANG SUSANTO,"ABSTRAK Komposit adalah suatu jenis bahan dan material baru yang terjadi dan dibuat dari hasil rekayasa yang terdiri dari dua bahan atau lebih yang dimana tersusun atas serat (Reinforcement) sebagai pusat tumpuan kekuatan dan matriks sebagai perekat dan penyatu serat-serat yang membentuk material komposit tersebut. Bahan baku yang digunakan yaitu serbuk kayu Albasia dan Epoxy. Kemudian tahapan proses pembuatan box panel instalasi listrik meliputi pembuatan cetakan, pencampuran bahan baku, penuangan bahan baku ke cetakan dan pengambilan hasil cetakan. Mengetahui kelebihan dan kekurangan dari box panel listrik menggunakan material berbahan dasar komposit dengan matriks epoxy berpenguat serbuk kayu Albasia. Panel listrik adalah suatu benda berbentuk kubus dengan berbagai ukuran ataupun bervariasi dengan sebelah sisi dibuat lubang selebar hampir sama dengan belakangnya,dan nantinya di baut penutup seperti daun pintu agar bisa dibuka dan ditutup Kata kunci : box panel instalasi listrik, komposit, serbuk kayu albasia.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
