No,Kalimat,Judul,Penulis,Fakultas
8,"Kata Kunci : Evaluasi, Terminal, Transit Oriented Development, Customere Satisfaction Index, Analisis SWOT",SKRIPSI EVALUASI KINERJA TERMINAL PENUMPANG TIPE A KEBUMEN BERDASARKAN PRINSIP TRANSIT ORIENTED DEVELOPMENT (TOD) PASCA REVITALISASI,KHUSNI SANGADAH,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
1,"INTISARI Pengaruh Larutan Dipping dari Ekstrak Bunga Cengkeh (Syzygium aromaticum) dengan Konsentrasi Berbeda terhadap Produksi Susu, Lemak, dan SNF (Solid Non Fat) Susu Sapi Segar Dewi Fatmasari [email protected] Penelitian ini bertujuan untuk mengkaji pengaruh larutan dipping dari ekstrak bunga cengkeh (Syzygium aromaticum) dengan konsentrasi berbeda terhadap produksi susu, kandungan lemak, dan SNF (Solid Non Fat) susu sapi segar.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
2,Penelitian ini dilaksanakan pada bulan November sampai Desember 2022 di Unit Produksi Pangan (PROPANG) Akademi Militer (AKMIL) Magelang.,"SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
3,"Uji kualitas kimia susu dilakukan di Laboratorium Teknologi Peternakan dan Perikanan, Fakultas Pertanian, Universitas Tidar, Magelang.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
4,"Materi penelitian ini menggunakan 20 ekor sapi perah laktasi dengan produksi susu rata-rata adalah 4,4 liter/ekor/hari dan bahan penelitian berupa larutan dipping dari ekstrak bunga cengkeh, susu sapi segar, aquadest.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
5,"Alat penelitian terdiri dari teat dipping pad, lactoscan, ice box, botol kaca, gelas beaker, blender, kain kasa, labu ekstraksi dan waterbath, dan evaporatory.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
6,Metode yang digunakan dalam penelitian ini adalah Rancangan Acak Lengkap (RAL) dengan 4 perlakuan (perbedaan konsentrasi pelarut) dan 5 kali ulangan.,"SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
7,"Perlakuan dipping ekstrak bunga cengkeh terdiri dari konsentrasi 0% (P0) sebagai kontrol, 5% (P1), 10% (P2), 15% (P3).","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
8,"Variabel pengamatan dari penelitian ini yaitu produksi susu, kandungan lemak dan SNF susu sapi segar.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
9,Data yang diperoleh diuji normalitas dan homogenitasnya kemudian dianalisis menggunakan analisis sidik ragam (ANOVA) dan dilanjutkan dengan uji DMRT.,"SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
10,"Hasil analisis menunjukkan bahwa dipping ekstrak bunga cengkeh tidak berbeda nyata (P>0,05) terhadap produksi susu, lemak, dan SNF susu sapi segar.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
11,"Kata kunci: dipping, ekstrak bunga cengkeh, lemak, produksi susu, SNF.","SKRIPSI PENGARUH LARUTAN DIPPING DARI EKSTRAK BUNGA CENGKEH (Syzygium aromaticum) DENGAN KONSENTRASI BERBEDA TERHADAP PRODUKSI SUSU, LEMAK, DAN SNF (Solid Non Fat) SUSU SAPI SEGAR",DEWI FATMASARI,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
1,"ABSTRAK Sari, Eva Affiananda Permata.",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
2,2023.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
3,“Tindak Tutur Ilokusi pada Special Interview Indonesia Hebat Bersama Presiden Joko Widodo”.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
4,Skripsi.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
5,Program Studi Pendidikan Bahasa dan Sastra Indonesia Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
6,Pembimbing I Dr.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
7,"Mursia Ekawati, M.",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
8,"Hum., Pembimbing II Herpindo, S.Pd., M.Hum.",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
9,Penelitian “Tindak Tutur Ilokusi pada Special Interview Indonesia Hebat Bersama Presiden Joko Widodo” dilatarbelakangi oleh adanya tindak tutur yang terdapat di dalam wawancara (interview) yang memiliki maksud dan tujuan.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
10,"Tuturan tersebut tidak hanya memberitahu atau menginformasikan, tetapi sampai meminta pihak lain untuk melakukan sesuatu.",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
11,Penelitian ini bertujuan untuk memperoleh deskripsi jenis-jenis tindak tutur ilokusi pada Special Interview Indonesia Hebat Bersama Presiden Joko Widodo.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12,Sumber data penelitian adalah video Special Interview Indonesia Hebat Bersama Presiden Joko Widodo yang diunggah pada akun youtube Metro Tv News.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
13,Data penelitian berwujud tuturan yang memiliki penanda tindak ilokusi dari hasil transkrip video Special Interview Indonesia Hebat Bersama Presiden Joko Widodo.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
14,Metode pengumpulan data menggunakan metode simak dan teknik catat.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
15,Metode analisis data menggunakan metode padan dengan teknik dasar pilah unsur penentu (PUP).,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
16,"Hasil penelitian ditemukan jenis-jenis tindak tutur ilokusi yaitu (1) tindak tutur asertif meliputi tuturan memberitahu, menjelaskan, menegaskan, dan menyampaikan; (2) tindak tutur direktif meliputi tuturan bertanya, mengimbau, dan menawarkan; (3) tindak tutur komisif berupa tuturan berhasrat dan berjanji; (4) tindak tutur ekspresif meliputi tuturan mengucapkan selamat, mengucapkan terima kasih, memuji, berharap, bersyukur, resah, dan peduli; dan (5) tindak tutur deklarasi hanya berupa tuturan memutuskan.",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
17,Jenis tindak tutur yang sering ditemukan dalam Special Interview Indonesia Hebat Bersama Presiden Joko Widodo yaitu tindak tutur direktif bertanya dengan jumlah 12 data.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
18,Penelitian ini berfokus pada jenis tindak tutur ilokusi.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
19,Tayangan Special Interview Indonesia Hebat Bersama Presiden Joko Widodo juga dapat dikaji menggunakan jenis tindak tutur lokusi dan perlokusi.,SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
20,"Kata Kunci: Special Interview Indonesia Hebat, Presiden Joko Widodo, Tindak Tutur Ilokusi",SKRIPSI TINDAK TUTUR ILOKUSI PADA SPECIAL INTERVIEW INDONESIA HEBAT BERSAMA PRESIDEN JOKO WIDODO,EVA AFFIANANDA PERMATA SARI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,"ABSTRAK Pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang dilatarbelakangi tingginya tingkat kemacetan, terbatasnya personel polisi lalu lintas, dan tingginya angka korban kecelakaan lalu lintas.",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
2,"Rumusan masalah dalam penelitian terdiri dari 2 (dua), yaitu bagaimana efektivitas hukum terhadap pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang dan apakah hambatan penegakan hukum terhadap pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang.",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
3,Penelitian ini diharapkan dapat bermanfaat dalam memberikan kontribusi yang cukup signifikan bagi perkembangan ilmu hukum.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
4,Metode penelitian yang digunakan adalah yuridis empiris berfokus terhadap pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
5,"Teknik pengumpulan data dilakukan dengan cara observasi, wawancara, dan studi dokumen.",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
6,"Analisis data dilakukan melalui 3 (tiga) tahapan, yakni reduksi data, penyajian data, dan penarikan kesimpulan.",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
7,Penyajian data dilakukan secara deskriptif.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
8,Hasil penelitian menunjukkan bahwa pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang yang resmi dilaksanakan pada bulan April 2022 masih belum efektif.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
9,Hal ini dibuktikan dengan tingkat pelanggaran lalu lintas yang masih tinggi dan kesadaran masyarakat masih rendah.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
10,"Kemudian dalam pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang masih terdapat hambatan-hambatan yang meliputi substansi hukum (legal substancy), struktur hukum (legal structure), dan budaya hukum (legal culture).",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
11,"Simpulan penelitian ini adalah pemberlakuan Electronic Traffic Law Enforcement Mobile di Kota Semarang masih belum efektif karena dipengaruhi beberapa faktor yang meliputi faktor hukumnya itu sendiri, penegak hukum, sarana dan prasarana yang mendukung penegakan hukum, masyarakat, dan kebudayaan.",SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12,Faktor-faktor tersebut menyebabkan terhambatnya penegakan hukum di bidang lalu lintas.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
13,Kata Kunci: Efektivitas Hukum dan Electronic Traffic Law Enforcement Mobile.,SKRIPSI EFEKTIVITAS HUKUM TERHADAP PEMBERLAKUAN ELECTRONIC TRAFFIC LAW ENFORCEMENT MOBILE DI KOTA SEMARANG,NUR RAHMAWATI,PRODI_S1_HUKUMFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
1,INTISARI Simpang Grogolan merupakan simpang empat bersinyal yang terletak di tengah Kota Pekalongan.,"SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
2,"Simpang Grogolan menjadi titik pertemuan kendaraan dari kota-kota besar seperti Batang dan Semarang dari arah timur, dan kabupaten Pemalang dan Tegal dari arah barat.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
3,"Volume kendaraan pada simpang tersebut tergolong sangat tinggi dikarenakan simpang Grogolan dilalui jalur Pantura yang sebagian besar dilalui oleh kendaraan kendaraan berat, sehingga menyebabkan penurunan kinerja dari simpang bersinyal tersebut.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
4,"Pada penelitian ini,untuk mengevaluasi kinerja simpang dengan menghitung panjang antrian dan tundaan yang terjadi pada kondisi eksisting,untuk mengetahui parameter nilai tingkat pelayanan dari kinerja simpang tersebut, untuk menemukan alternatif lain seperti pembagian fase sinyal dan membandingkan hasil dari alternatifalternatif yang sudah didapatkan.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
5,"Hasil dari analisis menggunakan PKJI 2014 pada kondisi eksisting nilai tundaan simpang rata-rata sebesar 76,13 det/skr.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
6,"Kondisi dengan dilakukan alternatif 3 fase menjadi 174,1 det/skr.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
7,"Sedangkan tundaan simpang rata-rata menggunakan software Vissim pada kondisi eksisting 45,14 det/skr, lalu dengan alternatif 3 fase menjadi 72.25 det/skr, dan altenatif 4 fase menjadi 64,5 det/skr.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
8,"Jadi menggunakan alternatif 4 fase lebih baik untuk mengurangi konflik yang terjadi pada persimpangan, meskipun kedua alternatif yaitu 3 dan 4 fase tersebut sama-sama mengalami kenaikan tundaan.","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
9,"Kata Kunci : Simpsng Bersinyal, Fase Sinyal, PKJI 2014,Vissim,Tundaan","SKRIPSI ANALISIS KINERJA SIMPANG BERSINYAL MENGGUNAKAN SIMULASI VISSIM
(STUDI KASUS SIMPANG EMPAT GROGOLAN, JALAN MEDONO-LIMPUNG KOTA PEKALONGAN)",ERWIN,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
1,Tidak Tersedia Deskripsi,KEMAMPUAN MENERIMA PERINTAH-PERINTAH BERBAHASA INDONESIA DALAM KEGIATAN BEROLAHRAGA SISWA KELAS I SD,ZEN ROCHMAT,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,"ABSTRAK Safitri, Evi Nur.",SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
2,2023.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
3,“Bentuk Tindak Tutur Ekspresif dalam Film Layar Lebar Indonesia Dear Nathan: Thank You Salma”.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
4,Skripsi.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
5,Program Studi Pendidikan Bahasa dan Sastra Indonesia.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
6,"Fakultas Keguruan dan Ilmu Pendidikan, Universitas Tidar.",SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
